,image_id,type,question,answer,address,prediction
153,synpic27906,plane,plane image taken?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic27906.jpg,axial
154,synpic58863,plane,plane ct scan?,coronal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic58863.jpg,coronal
155,synpic46888,plane,plane image in?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic46888.jpg,axial
156,synpic20264,plane,plane image in?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic20264.jpg,coronal
157,synpic38359,plane,plane image?,coronal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic38359.jpg,coronal
158,synpic36374,plane,plane used?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic36374.jpg,axial
159,synpic41842,plane,plane image taken?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic41842.jpg,coronal
160,synpic21783,plane,plane this?,3d reconstruction,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic21783.jpg,axial
161,synpic57403,plane,image plane this?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic57403.jpg,axial
162,synpic17769,plane,imaging plane depicted here?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic17769.jpg,axial
163,synpic59360,plane,plane angiogram taken?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic59360.jpg,coronal
164,synpic15817,plane,plane?,pa,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic15817.jpg,coronal
165,synpic51932,plane,plane image?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic51932.jpg,axial
166,synpic32067,plane,plane used?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic32067.jpg,axial
167,synpic16112,plane,plane image acquired in?,transverse,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic16112.jpg,sagittal
168,synpic39867,plane,plane mri displayed?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic39867.jpg,axial
169,synpic35132,plane,image plane this?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic35132.jpg,axial
170,synpic28605,plane,plane image?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic28605.jpg,axial
171,synpic56442,plane,plane demonstrated?,sagittal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic56442.jpg,sagittal
172,synpic52142,plane,plane mri taken?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic52142.jpg,axial
173,synpic51311,plane,plane ct scan in?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic51311.jpg,ap
174,synpic41102,plane,plane?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic41102.jpg,axial
175,synpic37080,plane,plane demonstrated?,lateral,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic37080.jpg,ap
176,synpic54719,plane,plane image taken?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic54719.jpg,axial
177,synpic43507,plane,plane x-ray displayed?,oblique,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic43507.jpg,lateral
178,synpic58325,plane,imaging plane depicted here?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic58325.jpg,axial
179,synpic55832,plane,plane image taken?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic55832.jpg,coronal
180,synpic43936,plane,plane used ct scan?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic43936.jpg,axial
181,synpic61201,plane,plane ultrasound?,sagittal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic61201.jpg,sagittal
182,synpic18885,plane,plane this?,coronal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic18885.jpg,coronal
183,synpic44136,plane,plane image acquired in?,transverse,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic44136.jpg,sagittal
184,synpic16894,plane,plane ct scan?,sagittal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic16894.jpg,sagittal
185,synpic51261,plane,plane image taken?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic51261.jpg,axial
186,synpic34406,plane,plane image taken?,sagittal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic34406.jpg,sagittal
187,synpic41927,plane,plane image oriented?,coronal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic41927.jpg,coronal
188,synpic50433,plane,imaging plane depicted here?,coronal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic50433.jpg,coronal
189,synpic26566,plane,plane seen?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic26566.jpg,axial
190,synpic53852,plane,plane ct scan?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic53852.jpg,coronal
191,synpic41503,plane,plane image shown in?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic41503.jpg,axial
192,synpic45003,plane,plane mri?,sagittal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic45003.jpg,sagittal
193,synpic25536,plane,plane used?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic25536.jpg,sagittal
194,synpic41932,plane,plane ct scan?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic41932.jpg,axial
195,synpic20466,plane,plane mri?,sagittal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic20466.jpg,sagittal
196,synpic16881,plane,plane x-ray displayed?,ap,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic16881.jpg,lateral
197,synpic52027,plane,plane?,3d reconstruction,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic52027.jpg,coronal
198,synpic32894,plane,plane x-ray taken?,ap,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic32894.jpg,coronal
199,synpic35645,plane,plane film,frontal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic35645.jpg,frontal
200,synpic27282,plane,plane image taken?,ap,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic27282.jpg,ap
201,synpic37250,plane,plane image acquired in?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic37250.jpg,axial
202,synpic27725,plane,plane ct scan?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic27725.jpg,coronal
203,synpic17194,plane,plane image shown in?,sagittal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic17194.jpg,sagittal
204,synpic21397,plane,plane image acquired in?,coronal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic21397.jpg,sagittal
205,synpic52423,plane,plane image taken?,lateral,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic52423.jpg,ap
206,synpic42156,plane,plane used ct scan?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic42156.jpg,axial
207,synpic51894,plane,plane image?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic51894.jpg,axial
208,synpic38836,plane,plane image taken?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic38836.jpg,axial
209,synpic54736,plane,plane ct scan displayed?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic54736.jpg,axial
210,synpic53065,plane,plane mri?,sagittal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic53065.jpg,sagittal
211,synpic43510,plane,plane ultrasound taken?,transverse,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic43510.jpg,sagittal
212,synpic53717,plane,plane image taken?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic53717.jpg,axial
213,synpic60336,plane,plane ct scan in?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic60336.jpg,axial
214,synpic8584,plane,plane ct scan captured?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic8584.jpg,axial
215,synpic43048,plane,plane used mri?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic43048.jpg,axial
216,synpic27294,plane,plane image in?,sagittal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic27294.jpg,sagittal
217,synpic28170,plane,image plane this?,lateral,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic28170.jpg,lateral
218,synpic100253,plane,plane x-ray?,ap,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic100253.jpg,sagittal
219,synpic37124,plane,plane image in?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic37124.jpg,axial
220,synpic54130,plane,plane ct scan taken?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic54130.jpg,axial
221,synpic27647,plane,plane image shown in?,lateral,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic27647.jpg,frontal
222,synpic41919,plane,plane mri taken?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic41919.jpg,axial
223,synpic57835,plane,plane image taken?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic57835.jpg,axial
224,synpic23193,plane,plane used ct scan?,3d reconstruction,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic23193.jpg,3d reconstruction
225,synpic27256,plane,plane used x-ray?,frontal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic27256.jpg,frontal
226,synpic32897,plane,plane x-ray?,pa,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic32897.jpg,frontal
227,synpic53299,plane,plane seen?,lateral,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic53299.jpg,ap
228,synpic32698,plane,plane x-ray taken?,oblique,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic32698.jpg,ap
229,synpic49799,plane,plane?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic49799.jpg,axial
230,synpic60451,plane,plane x-ray displayed?,pa,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic60451.jpg,ap
231,synpic51667,plane,plane image taken?,sagittal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic51667.jpg,sagittal
232,synpic53064,plane,plane image taken?,coronal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic53064.jpg,coronal
233,synpic59213,plane,plane this?,coronal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic59213.jpg,axial
234,synpic53981,plane,plane used mri?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic53981.jpg,axial
235,synpic53995,plane,plane used ct scan?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic53995.jpg,axial
236,synpic59260,plane,plane mri taken in?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic59260.jpg,axial
237,synpic56806,plane,plane mri in?,coronal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic56806.jpg,coronal
238,synpic55670,plane,plane seen?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic55670.jpg,axial
239,synpic23916,plane,plane ct scan?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic23916.jpg,axial
240,synpic47328,plane,plane?,transverse,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic47328.jpg,sagittal
241,synpic50132,plane,plane ct scan?,axial,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic50132.jpg,axial
242,synpic28076,plane,plane mri?,coronal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic28076.jpg,sagittal
243,synpic44351,plane,plane mri taken in?,sagittal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic44351.jpg,sagittal
244,synpic24314,plane,plane image taken?,lateral,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic24314.jpg,frontal
245,synpic31739,plane,plane x-ray taken in?,mammo - cc,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic31739.jpg,frontal
246,synpic16333,organ,organ system displayed ct scan?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic16333.jpg,skull and contents
247,synpic53848,organ,organ principally shown mri?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic53848.jpg,skull and contents
248,synpic31015,organ,organ captured mri?,"face, sinuses, and neck",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic31015.jpg,vascular and lymphatic
249,synpic56918,organ,organ system evaluated primarily?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic56918.jpg,skull and contents
250,synpic26227,organ,organ system evaluated primarily?,musculoskeletal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic26227.jpg,musculoskeletal
251,synpic31996,organ,one organ system seen image?,spine and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic31996.jpg,musculoskeletal
252,synpic40809,organ,organ system imaged?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic40809.jpg,skull and contents
253,synpic46288,organ,organ system primarily present image?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic46288.jpg,skull and contents
254,synpic58908,organ,organ system imaged?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic58908.jpg,skull and contents
255,synpic37465,organ,organ system imaged?,vascular and lymphatic,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic37465.jpg,vascular and lymphatic
256,synpic57420,organ,organ system shown mri?,spine and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic57420.jpg,spine and contents
257,synpic28035,organ,organ system evaluated primarily?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic28035.jpg,skull and contents
258,synpic18684,organ,organ system evaluated primarily?,genitourinary,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic18684.jpg,genitourinary
259,synpic40389,organ,organ image of?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic40389.jpg,skull and contents
260,synpic26781,organ,organ system shown image?,musculoskeletal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic26781.jpg,"lung, mediastinum, pleura"
261,synpic32938,organ,organ system primarily present image?,"lung, mediastinum, pleura",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic32938.jpg,gastrointestinal
262,synpic35919,organ,organ system imaged?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic35919.jpg,skull and contents
263,synpic48716,organ,organ system primarily present image?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic48716.jpg,skull and contents
264,synpic34030,organ,part body x-ray show?,spine and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic34030.jpg,musculoskeletal
265,synpic33039,organ,part body ct scan show?,heart and great vessels,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic33039.jpg,skull and contents
266,synpic19161,organ,part body imaged?,breast,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic19161.jpg,musculoskeletal
267,synpic53726,organ,organ captured ct scan?,heart and great vessels,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic53726.jpg,musculoskeletal
268,synpic51866,organ,organ system imaged?,"face, sinuses, and neck",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic51866.jpg,"face, sinuses, and neck"
269,synpic20053,organ,organ system shown image?,gastrointestinal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic20053.jpg,gastrointestinal
270,synpic4164,organ,organ system pictured here?,musculoskeletal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic4164.jpg,musculoskeletal
271,synpic20286,organ,organ system imaged?,gastrointestinal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic20286.jpg,"lung, mediastinum, pleura"
272,synpic16734,organ,organ x-ray showing?,"lung, mediastinum, pleura",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic16734.jpg,musculoskeletal
273,synpic36341,organ,organ system displayed mri?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic36341.jpg,skull and contents
274,synpic55037,organ,organ systems evaluated mri?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic55037.jpg,skull and contents
275,synpic33417,organ,organ system evaluated primarily?,genitourinary,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic33417.jpg,gastrointestinal
276,synpic22526,organ,organ system displayed x-ray?,"lung, mediastinum, pleura",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic22526.jpg,"lung, mediastinum, pleura"
277,synpic21749,organ,organ system visualized?,musculoskeletal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic21749.jpg,skull and contents
278,synpic34807,organ,organ system visualized?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic34807.jpg,skull and contents
279,synpic26581,organ,part body imaged?,musculoskeletal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic26581.jpg,musculoskeletal
280,synpic56072,organ,organ system evaluated primarily?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic56072.jpg,skull and contents
281,synpic49807,organ,part body imaged here?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic49807.jpg,"face, sinuses, and neck"
282,synpic27890,organ,ultrasound shows organ system?,"face, sinuses, and neck",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic27890.jpg,t2
283,synpic37328,organ,organ system imaged?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic37328.jpg,skull and contents
284,synpic50370,organ,organ system shown mri?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic50370.jpg,skull and contents
285,synpic32052,organ,organ system image?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic32052.jpg,vascular and lymphatic
286,synpic42589,organ,organ system imaged?,musculoskeletal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic42589.jpg,musculoskeletal
287,synpic56271,organ,organ system imaged?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic56271.jpg,skull and contents
288,synpic46738,organ,organ system shown ct scan?,"lung, mediastinum, pleura",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic46738.jpg,gastrointestinal
289,synpic50006,organ,organ captured ct scan?,gastrointestinal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic50006.jpg,spine and contents
290,synpic50984,organ,organ system pictured here?,gastrointestinal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic50984.jpg,gastrointestinal
291,synpic26351,organ,organ mri showing?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic26351.jpg,skull and contents
292,synpic19837,organ,organ system primarily present image?,gastrointestinal,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic19837.jpg,musculoskeletal
293,synpic56107,organ,organ system primarily present image?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic56107.jpg,skull and contents
294,synpic19614,organ,organ system shown ct scan?,"lung, mediastinum, pleura",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic19614.jpg,"lung, mediastinum, pleura"
295,synpic56103,organ,organ system shown ct scan?,"face, sinuses, and neck",/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic56103.jpg,spine and contents
296,synpic9653,organ,organ system shown image?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic9653.jpg,skull and contents
297,synpic49779,organ,organ image of?,spine and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic49779.jpg,spine and contents
298,synpic39275,organ,organ principally shown mri?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic39275.jpg,skull and contents
299,synpic30245,organ,organ system visualized?,heart and great vessels,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic30245.jpg,heart and great vessels
300,synpic45180,organ,organ system shown mri?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic45180.jpg,skull and contents
301,synpic26194,organ,organ system shown ct scan?,genitourinary,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic26194.jpg,gastrointestinal
302,synpic53251,organ,part body imaged here?,vascular and lymphatic,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic53251.jpg,skull and contents
303,synpic36422,organ,organ image of?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic36422.jpg,skull and contents
304,synpic35881,organ,organ system image?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic35881.jpg,skull and contents
305,synpic25310,organ,organ captured mri?,skull and contents,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic25310.jpg,skull and contents
306,synpic28973,organ,organ image showing?,breast,/kaggle/input/vqa-med-2019/VQA-Med-2019/VQAMed2019Test/VQAMed2019_Test_Images/synpic28973.jpg,musculoskeletal
