image_id,question,answer,address,prediction
rad_synpic22967,>5 lymph nodes located near stomach?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic22967.jpg,yes
rad_synpic53228,patient rotated?,no,/kaggle/input/red-vqa-images/Images/rad_synpic53228.jpg,no
rad_synpic34947,plane section transverse?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic34947.jpg,yes
rad_synpic26158,mass compressing inferior vena cava?,no,/kaggle/input/red-vqa-images/Images/rad_synpic26158.jpg,no
rad_synpic47356,leakage blood?,no,/kaggle/input/red-vqa-images/Images/rad_synpic47356.jpg,no
rad_synpic23571,appendix enlarged?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic23571.jpg,no
rad_synpic51383,axial plane image,yes,/kaggle/input/red-vqa-images/Images/rad_synpic51383.jpg,yes
rad_synpic22828,image taken x-ray?,no,/kaggle/input/red-vqa-images/Images/rad_synpic22828.jpg,axial
rad_synpic39086,small bowel image?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic39086.jpg,yes
rad_synpic40500,axial view brain?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic40500.jpg,yes
rad_synpic31256,imaging modality seen?,x-ray,/kaggle/input/red-vqa-images/Images/rad_synpic31256.jpg,right
rad_synpic34054,evidence inflammation?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic34054.jpg,yes
rad_synpic50949,right kidney normal height abdomen?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic50949.jpg,no
rad_synpic31248,hilar adenopathy?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic31248.jpg,no
rad_synpic32108,pathology gallbladder?,no,/kaggle/input/red-vqa-images/Images/rad_synpic32108.jpg,axial
rad_synpic27597,fat masses?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic27597.jpg,no
rad_synpic53207,image axial plane?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic53207.jpg,yes
rad_synpic32727,aorta view?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic32727.jpg,no
rad_synpic41772,cyst right kidney?,no,/kaggle/input/red-vqa-images/Images/rad_synpic41772.jpg,no
rad_synpic42210,cardiac silhouette enlarged?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic42210.jpg,yes
rad_synpic24967,pericholecystic inflammation present?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic24967.jpg,yes
rad_synpic25587,tracheal deviation present?,no,/kaggle/input/red-vqa-images/Images/rad_synpic25587.jpg,no
rad_synpic47737,brain gyri atrophied?,no,/kaggle/input/red-vqa-images/Images/rad_synpic47737.jpg,no
rad_synpic30215,kidneys appear normal?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic30215.jpg,no
rad_synpic34017,involvement temporal lobes?,no,/kaggle/input/red-vqa-images/Images/rad_synpic34017.jpg,yes
rad_synpic23008,air outside bowel walls?,no,/kaggle/input/red-vqa-images/Images/rad_synpic23008.jpg,yes
rad_synpic43648,left kidney abnormal?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic43648.jpg,no
rad_synpic49862,lesion demonstrate ring enhancement?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic49862.jpg,yes
rad_synpic53097,mass calcified?,no,/kaggle/input/red-vqa-images/Images/rad_synpic53097.jpg,no
rad_synpic52988,et tube properly placed?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic52988.jpg,no
rad_synpic47783,width heart exceed half thorax?,no,/kaggle/input/red-vqa-images/Images/rad_synpic47783.jpg,no
rad_synpic100228,evidence pleural effusion?,no,/kaggle/input/red-vqa-images/Images/rad_synpic100228.jpg,no
rad_synpic35191,mri?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic35191.jpg,yes
rad_synpic24248,patient ascites?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic24248.jpg,yes
rad_synpic37275,enhancing lesion liver?,no,/kaggle/input/red-vqa-images/Images/rad_synpic37275.jpg,no
rad_synpic40272,chest x ray taken pa format?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic40272.jpg,yes
rad_synpic33689,evidence calcification pancreas?,no,/kaggle/input/red-vqa-images/Images/rad_synpic33689.jpg,no
rad_synpic41050,evidence periappendiceal fluid fat stranding?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic41050.jpg,no
rad_synpic12210,lungs appear hyperinflated?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic12210.jpg,no
rad_synpic39301,mass effect present?,no,/kaggle/input/red-vqa-images/Images/rad_synpic39301.jpg,yes
rad_synpic16174,evidence left lung field hyperinflation?,yes,/kaggle/input/red-vqa-images/Images/rad_synpic16174.jpg,yes
